"","KC1","KC2","KC3","KA1","KA2","KA3"
"Arhgap17",0,1096204.977,1223375.98,9379859.236,11578440.25,11726838.96
"ARHGAP18",9432438.86,8897342.125,9175501.797,2812559.018,12247615.31,13578813.45
"Arhgap24",4137358.919,5172662.056,5930966.456,6107443.821,6861285.836,5578597.155
"Arhgap35",164193.644,0,0,0,849715.3141,825956.2493
"Arhgap45",0,0,0,1172143.77,1075124.586,1429322.093
"Arhgap5",0,1532910.714,1559416.129,2586849.333,3505079.855,2524666.877
"Arhgdia",501192351.6,571320750.1,558181830.1,1123939929,1204488974,1230181920
"Arhgdib",20537012.14,29970726.24,29844249.27,189187875.6,174603512.6,189786509.3
"Arhgef1",0,1314839.17,0,27869821.48,22851477.08,22624194.25
"Arhgef12",2047696.149,3580215.872,3392619.404,6941433.928,7075205.008,3347739.755
"Arhgef16",9328257.15,5649107.591,8559691.848,7048026.312,8069409.917,6861806.376
"Arhgef2",11385137.5,13552717.52,9202406.735,41028958.16,39483431.74,41305246.15
"Arhgef6",0,0,0,1396577.865,0,1190155.313
"Arhgef7",8823728.965,17608579.22,15573727.32,26000329.36,18352104.63,35181149.8
"Arih1",9747283.744,14296007.34,14994356.2,25468095.32,23709891.12,23256769.35
"Arl1",7800334.641,11192608.03,22731089.29,3770183.701,29108784.73,8407718.486
"Arl2",2489183.759,2334612.821,2870979.542,2924087.622,2836558.855,3826964.355
"Arl3",12119352.92,12522483.62,14359154.97,22836872.61,27545428.03,28458322.73
"Arl5a",2716515.952,2453791.873,3245262.082,6905881.939,5900283.241,5895995.303
"Arl6",4904281.615,5602689.17,13357395.92,16557383.62,18419728.02,16177349.34
"Arl6ip1",146285576.1,134644687.5,156959093.2,55274790.61,76485088.91,67688715.27
"Arl6ip5",9190775.431,5772378.268,10478345.09,22645549.59,17669263.3,16964247.53
"Arl8a",9126899.443,9630733.249,8962685.498,15956484.52,14352553.79,12975893.32
"Arl8b",24926589.26,24865547.41,23938613.11,28816799.68,21818569.81,26723198.6
"Armc1",15718466.55,18289724.56,15834478.2,16873076.28,14396811.77,13205405.08
"Armc10",10148169.04,11098173.8,9894641.275,14509484.68,9610307.21,22016021.99
"Armc6",11337032.81,0,8239814.336,13321825.12,12745227.29,0
"Arpc1a",103355623,95301965.86,102814182.5,68573745.69,67587430.09,71914305.49
"Arpc1b",106514421.3,92661372.5,95811831.91,465592568.3,425046687.1,468813881.4
"Arpc2",239439665.2,260424955.7,204618466.8,624262045.1,576694082.2,603328882.7
"Arpc3",141100796.1,120864514.4,143424256.7,350474742,357259055.6,360556427.7
"Arpc4",113331570.4,123102310.1,125288872.2,364705655.7,284434738.7,322934476
"Arpc5",31715285.54,30527232.74,27710271.31,77287871.85,81322286.17,73283863.72
"Arpc5l",18593994.83,19177113.43,22585004.74,38296094.85,33689722.35,37509857.78
"Arpin",2574676.49,0,2181565.587,24444707.52,14558241.71,17324073.98
"Arpp19",12552383,16812753.98,10243231.07,27485879.71,22758574.87,28409006.57
"Arrb1",6844075.486,6691330.03,7600276.109,15296626.52,14116848.73,18865608.79
"Arsb",33910764.04,36689426.94,31960423.05,47978365.14,34988642.57,38345463.22
"Arvcf",3378331.11,0,4052911.063,1933517.201,1675158.822,3726922.848
"As3mt",82219160.43,75381000.59,96247485.15,113102331.5,100789598.8,91585519.11
"Asah1",83595198.58,49095222.93,37941146.99,255814869.7,240372895.9,305310268.2
"Asb9",1500391.282,0,1294470.266,1287298.354,1259168.461,1341815.301
"Asgr1",2842650.556,0,0,1016186.918,6142690.728,2891530.699
"Asgr2",11581055.55,12620725.56,7278221.76,8904317.711,3610538.264,2702357.505
"Asl",926847061.8,873475469.2,851726779.1,533868068.9,463834721.4,471838493.6
"Asns",24379949.06,19201140.64,20228553.21,28031021.96,8547135.201,2114941.458
"Aspa",117745365.2,106215309.6,105728857.2,19532046.99,20532150.23,15640001.23
"Aspdh",206845780.3,192134945.8,216063422.4,16213973.16,11814637.04,16204629.08
"Aspg",1818343.08,2879262.796,0,3532224.849,2542936.975,2250823.018
"Asph",13907072.98,13567406.02,17151213.1,37046758.4,34644590.94,30578799.84
"Aspn",0,1060902.369,1038352.266,0,3802357.382,0
"Aspscr1",10537213.91,4401271.648,4076919.329,6638673.961,0,0
"Asrgl1",82019702.25,78852096.16,83386397.17,60339835.09,55822253.68,68495213.29
"Ass1",10486179928,9955947862,9768000045,2843401550,2426271801,2760962339
"Atad1",71132784.04,81249386.97,82426722.88,71103424.1,56385905.04,63677059.89
"Atad3",103358118.8,92658541.39,90822122.1,77212867.47,87238667.45,92814178.6
"Ate1",0,0,946109.3215,2335476.063,1738274.711,1983260.513
"Atg3",16542446.61,13804848.31,10845099.12,17418010.89,18397987.44,19040992.21
"Atg4b",0,0,0,2107591.176,2049421.805,1992489.326
"Atg5",0,0,817549.6934,2167112.348,0,2202805.932
"Atg7",257700959.1,228760173.2,202377726.4,406089352.6,379666078.4,393207182.2
"Atic",97953504.72,113168773.9,99943243.56,227192441,196401071.5,231101131.1
"Atl2",24147352.23,21345652.85,31168191.26,15226178.86,13142324.79,11211617.13
"Atl3",55344611.55,43289123.46,50919312.46,80671357.08,80417039.53,105406143.7
"Atox1",294545159.5,279208036.2,278645200.7,536594805.3,506134421.7,545957266.2
"Atp11a",181050630,147204364.5,175857482.5,22276878.66,27397528.14,19174568.98
"Atp11c",7377827.259,11969342.2,7370929.765,19313890.49,19942557.41,9819917.041
"Atp13a1",23858053.74,22422068.74,18931928.52,53781272.92,44236910.01,45198230.64
"Atp1a1",8584247317,8947540935,8903441589,11614842843,11861480845,13100795396
"Atp1a4",18389039.34,15584845.79,13854623.37,25259468.99,19853914.85,27301691.33
"Atp1b1",2241190351,2226815671,2334544017,3047807317,3024040070,3289084323
"Atp1b3",23606126.79,13905628.21,20664896.06,47598059.06,37802416.58,39668487.15
"Atp2a1",0,0,0,2313387.376,0,0
"Atp2a2",357243114.5,326408755.1,344527356.9,297828808.2,289564527.2,275769051
"Atp2a3",0,0,6386575.38,8994626.513,0,0
"Atp2b1",45022538.22,34723855.11,34729745.75,68433444.96,68755625.62,69692321.25
"Atp2b4",150374984.2,100168456.8,8159471.49,56099615.71,30494747.24,65987367.11
"Atp5c1",1737904771,1663462060,1715062591,1756253838,1669774979,1749067362
"Atp5d",901239669.6,833641728.3,849420746.7,752569114.2,686056106.2,743968055.9
"Atp5f1a",9359920435,9699779213,9700503713,9162094233,9351389741,9505285212
"Atp5f1b",14166070442,14039240114,14184520321,13714441897,13505438115,13683654224
"Atp5f1e",141647580.5,133750120.4,128629139.9,177988297.6,152090608.3,176096693.8
"Atp5l",399793041.6,427654972.7,411356266,397314273.9,407272973,423203649.8
"Atp5me",587094694.9,581018482.8,547988947.5,480406821,515725131,599237328.7
"Atp5mf",411730267.3,401796610.2,400813737.9,369150285.8,360173909.7,383096538.2
"Atp5mj",165470469.1,188850515.9,164081720.3,115268017,106907903.3,101073939.4
"Atp5mk",78605667.6,61613986.26,60759105.73,92344521.61,82899076.92,100309978.5
"Atp5pb",949244750.7,949302150.7,1066298012,904985410.6,894587009.1,898756536.2
"Atp5pd",2266127292,2300511030,2287308168,2165961945,2158425748,2232582058
"Atp5pf",627469617.4,617376193.5,627588599.4,572116393.1,632826614.2,600938599.1
"Atp5po",1948306412,2012278075,1949639869,2027658134,2010232806,1989925538
"ATP6",10162696.37,9782458.93,4605835.726,0,0,2624349.308
"Atp6ap2",102706991.1,107225609.8,126072840.2,16849384.44,35847136.62,32948719.94
"Atp6v0a1",15646134.1,21619320.61,16100689.02,22554849.05,19852865.85,21642338.39
"Atp6v0a4",316412118.4,282625267.4,269791927.9,322499519.2,324863908,330419493.4
"Atp6v0c",51688973.19,42667186.2,44817994.83,87336273.13,75682440.68,86538593.12
"Atp6v0d1",251230151.4,235944271.5,225447089.5,287604739.4,266343155.8,296764194.9
"Atp6v0d2",10280893.18,49621544.49,12282860.32,53074542.04,44209410.91,46082747.38
"Atp6v1a",2165363763,1919433939,1976487006,2383821186,2131641183,2285742085
"Atp6v1b1",132301236.7,133538233.3,131277571.3,264692800.3,225039369.8,235967614.1
"Atp6v1b2",621706107.2,528040811.8,523668664.1,543684720,482560639.7,510938182.1
"Atp6v1c1",314030574.2,272901126.1,260667414.9,335757853.3,317283098.9,318039889.4
"Atp6v1c2",42083218.87,40678546.37,40647003.07,74813591.67,70169697.12,67427032.74
"Atp6v1d",289798463.6,210869523.5,263621393.8,274711287,280997580.4,286438344.5
"Atp6v1e1",522985408.3,466745505.2,569783384.1,748501996.7,664863623.5,683831952.1
"Atp6v1f",94778268.88,91434752.25,89649338.89,117111572.6,114513561.3,114536525.1
"Atp6v1g1",284648852.2,270132118.9,276496481,299523834.9,285564543.7,275346333
"Atp6v1g3",67430616.89,59983607.15,62353969.46,109127196,88306867.49,90558631.74
"Atp6v1h",464923549.6,478311383.4,451860725.3,484540017.5,402745888.8,476821596.5
"Atp7a",0,0,0,1578793.298,1416097.561,1857529.203
"ATP8",154971273.7,208816515.2,174484547.4,120851886.3,123914796.4,117432523.8
"Atpaf1",10594527.86,11255941.42,8030185.511,6140958.085,4706161.358,4861402.504
"Atpaf2",1378454.211,2082422.881,2194289.426,3353308.964,3460445.883,5184690.949
"Atpif1",176765660,189026349.5,218214890.9,159109678,175538519.2,190028045.5
"Atrx",0,3247960.652,2393333.205,1433201.326,2047095.274,1998491.272
"Atxn10",23636796.78,20353946.96,51815990.53,42814403.37,37701403.58,41671468.45
"Atxn2",7048124.844,3758382.864,6188912.384,3862656.73,5344624.887,8177188.646
"Atxn2l",21684970.28,18853560.08,21595172.57,17765326.27,19807290.79,19272469.07
"Atxn3",0,0,0,1644842.137,1345569.497,0
"Auh",184265093,186215194.4,203408751.3,140219411.5,155592803.5,154992995.9
"Aup1",13441157.24,9662708.141,12235049.38,7089954.99,7194714.646,6121849.814
"Aurkaip1",0,0,0,3557568.788,2913108.143,3328762.197
"Azgp1",7203322.215,6278283.303,6708683.668,8057553.742,8183275.866,2815961.051
"B2m",46818048.39,37939274.39,29822857.43,228227033.2,161817497.1,171995737.1
"B3galt1",0,0,0,0,0,0
"Baat",0,0,0,0,13024835.07,0
"Babam1",2732746.798,3245699.713,0,4322618.213,0,3581883.023
"Babam2",7366713.358,4892168.154,3610955.576,22787625.6,7201719.97,13111417.83
"Bad",4598013.884,5232054.944,5558455.95,6135640.231,5154451.867,4943232.291
"Bag1",10969015.61,11892211.28,16847157.13,40484360.49,33104077.07,33724025.38
"Bag2",1333829.539,0,1375026.652,15241440.98,13491034.92,14457406.77
"Bag3",24256119.48,27681321.54,27488884.34,38610854.24,46689463.33,42723359.39
"Bag5",0,0,0,7724010.268,8040081.27,4874853.401
"Bag6",17594236.9,11891418.93,12226883.64,28240669.87,33670226.76,29289516.73
"Baiap2",17269181.64,11969038.39,15421023.15,33400479.7,39369739.13,39893225.93
"Bak1",4203851.57,0,0,8544269.836,7785314.355,7266573.892
"Banf1",20932025.71,16152463.33,20663783.41,119675878.4,114283533.8,106792427
"Basp1",5685616.95,0,7987203.535,80674736.71,116131629.7,51989885.93
"Bax",52432516.52,46613858.1,47072635.85,65613550.45,54632410.39,62666167.67
"Baz1b",705759.9685,0,939697.6325,3501697.272,3690970.437,2895628.088
"Bbox1",23885049.05,26928307.01,18879608.54,9847283.446,6117312.69,9454219.106
"Bcam",48808632.04,67632295.6,74386921.79,254913750.9,237968337.9,226698860.2
"Bcap29",2114277.228,2770652.811,0,3309114.432,2114726.217,3589565.341
"Bcap31",162773036.5,166440028.5,183705339.2,141756597.4,156270296.5,144669981.8
"Bcas2",1347720.006,0,0,15699771.12,15941233.36,13700624.06
"Bcas3",0,0,0,0,0,0
"Bcat1",5255633.916,17155056.04,12370641.78,0,0,0
"Bcat2",363875958.2,390394732,442164636.5,465283295.6,472672486.5,470096983.9
"Bccip",1275428.64,1560315.705,5534521.036,11980017.37,8233913.01,5432207.409
"Bche",0,0,0,0,0,0
"Bckdha",193003416.8,187416035.7,193044306.7,186648574.8,182471236.1,170948756.3
"Bckdhb",95419651.54,101501009.2,68822821.96,97025215.02,96061096.24,90233443.11
"Bckdk",37510179.76,33100639.4,24964616.63,19150852.74,19995504.57,14660583.02
"Bcl2l1",2024692.65,5889469.358,5876937.827,6688368.982,6956951.387,6857925.067
"Bcl2l13",24529831.55,18900032.95,26036773.58,44208734.67,26756193.1,28987745.53
"Bclaf1",16570435.86,13018404.25,19858275.7,36313422.55,34744710.73,45094988.87
"Bcs1l",4406364.041,4528919.818,5073083.132,4180149.738,4729523.702,3440578.724
"Bdh1",959162995.9,1024600550,1160679963,368196717.5,352943176.5,366166426.3
"Bdh2",417071648.1,392794266.1,450881184.4,147011398.2,158583021.6,142350270.7
"Bet1",16602858.99,16204609.86,23652874.46,24068228.81,15433734.04,20527098.03
"Bgn",17485157.18,23551413.15,21497203.05,203479997.9,170514604.5,166499129.7
"Bhmt",138755957.8,106719832.5,117068711,115197273.2,88085375.61,107342593.5
"Bhmt2",0,0,0,0,0,0
"Bid",24854309.65,24585599.94,23224730.97,13401597.45,9059932.166,12174281
"Bin1",11586323.39,9534707.982,7585536.729,36479549.28,27982458.43,23923318.95
"Bin2",2428029.507,0,2156654.041,12480282.3,12035045.1,15165746.06
"Birc6",22162657.18,27175291.39,25679318.76,20646971.76,24244442.87,20470565.66
"Bles03",19858047.41,15621073.15,14591731,21828196.77,20852367.44,18164904.95
"Blmh",164508902.3,154077517.1,152054329.8,122778395.3,107413532.2,113437053.7
"Bloc1s1",0,0,0,0,0,0
"Bloc1s5",0,0,0,1871583.188,1791143.138,2197902.998
"Bloc1s6",0,0,980545.8319,0,921912.1993,2133242.282
"Blvra",188188820.7,169538034.7,174980804.4,192196172,171193323.8,127902058.8
"Blvrb",137529171.1,141321787.4,140910624.2,129488604.7,145145985.7,124338204.5
"Bnip3",0,1124090.908,1082433.41,0,0,0
"Bola1",43966290.76,37086157.62,38457665.01,60110989.4,69091840.43,64740119.79
"Bola2",16820250.84,18816826.48,18952577.2,45275743.22,47959862.97,38896436.83
"Bola3",15223274.38,14454692.26,15783900.22,16991688.71,18191729.32,20211071.33
"Bpgm",46821695.5,53955722.43,61113249.53,12487661.42,23682944.95,20295189.26
"Bphl",1684658561,1627104519,1621796602,423517406.9,415162067.6,467952420.4
"Bpnt1",815401032.2,807335466.2,779818660.7,771068995.9,761648040.9,731651148.4
"Bpnt2",2664684.579,3286622.862,2420650.763,7389822.847,8048639.748,6690578.096
"Brap",1380074.638,0,2050927.359,0,0,0
"Brcc3",2312780.631,5625604.325,2116973.41,8496770.168,8267723.809,9240046.902
"Bri3bp",14200972.05,17080859.65,21690956,52283236.29,51297668.07,50681047.83
"Brip1os",9883183.217,5920658.249,8920695.006,3365115.775,3091017.751,4791890.468
"Brix1",0,0,0,1302240.301,1071453,795645.6441
"Brk1",18328738.07,7991393.346,17868952.51,40048036.57,30588125.69,39809400.33
"Brox",1225631.888,1301861.256,0,6156995.98,6065007.428,5146364.472
"Bsg",170413163.1,154883292.9,160615729.5,121818624.6,115954095,125916513.8
"Bsnd",89747595.32,91750320.39,97252985.52,123831632.2,142688034.6,125819856.4
"Bspry",0,1276263.606,1406236.537,4524568.952,3786115.325,4514746.533
"Bst1",1221376.549,0,1489607.125,33905110.86,97700614.58,50927225.51
"Bst2",2549769.104,2147480.103,2152277.176,26128032.07,25668867.83,33806952.97
"Btaf1",0,0,0,2150373.839,2704269.11,2679925.854
"Btd",12512822.28,17678691.66,17913964.62,7696242.314,7564785.957,9042028.795
"Btf3",44111067.76,42314099,44051414.43,61427409.45,61253954.15,62908666.19
"Btf3l4",28895376.86,30705577.73,36565215.63,53951546.13,72843470.93,58962578.91
"Bub3",41826098.76,25251288.79,37045601.9,99007565.27,86735980.83,84158547.97
"Bud31",4676830.678,3383475.965,5635867.075,10569760.05,10579317.92,12334287.25
"Bzw1",43439199.2,41417680.32,51390754,89710118.69,82272078.2,92785212.18
"Bzw2",1191394.674,0,0,7438432.563,8586813.854,5808031.783
"C1galt1",0,8153442.962,0,0,0,9061280.188
"C1qbp",154884715.7,212286731.9,188276521.4,126831042.4,152663785.1,157865775.4
"C1ra",0,1426893.679,1617245.624,1834556.279,1712706.817,0
"C1s1",0,0,0,0,1557428.935,0
"C2cd2",5549942.29,4734618.637,3865420.102,0,0,0
"C2cd2l",10632911.82,10621983.9,8714349.547,0,1713789.365,4272028.134
"C3",561582411.7,565963637.2,664037996.2,959073261.2,1558545444,1326533358
"C330007P06Rik",3107151.623,3955033.461,3409450.413,3240591.83,2931722.178,3174391.346
"C4b",32335643.65,18504444.88,29943041.98,38375617.83,57504072.23,62189819.79
"C4bpa",2496337.922,1965142.36,2133475.705,2739950.855,3605959.2,2688741.256
"C5",1890831.006,1750401.746,1669824.939,3775749.37,2100435.844,1590742.732
"C6",3646900.808,4052131.695,0,3359892.764,2395974.458,5805497.862
"C8a",1337473.439,5352377.626,1258462.297,0,0,1428651.692
"C8b",2359961.637,2570196.378,1920969.75,2222756.8,2737383.089,2199787.417
"C8g",3533844.854,5180642.324,6866625.905,0,4500652.543,1214456.563
"C9",1424703.433,1745185.135,1591160.973,1018620.244,1402586.197,1313509.63
"Ca1",44939808,59578234.46,80746826.75,0,7587297.344,8231800.564
"Ca14",35048524.79,32866379.98,28526635.72,8968814.345,11583753.01,10708899.48
"Ca2",1541616663,1520404926,1437645361,2579246545,2312213093,2760426371
"Ca3",63514063.55,131045987,153397651.8,78110213.57,524759544.9,141377028.6
"Ca4",34099637.28,45794616.25,41230151.41,28456309.78,20492607.8,27626481.12
"Ca5a",0,0,0,0,0,0
"Ca5b",27918698.49,6924513.199,27087922.51,42198435.69,33257728.18,28662841.75
"Ca8",0,0,2850264.413,23118360.5,11316741.37,9879589.583
"Cab39",41550763.13,40339941.87,44747068.36,38015811.45,67514245.97,69779576.75
"Cab39l",5377195.586,4365112.295,7226895.286,13880895.97,3341459.852,12604569.74
"Cacna2d1",2549218.678,2377227.836,0,2863960.679,5219014.524,2585421.965
"Cacybp",44729103.44,49914681.48,37189769.8,80194498.8,76020224.51,74327427.39
"Cad",0,0,0,48929687.36,50188033.69,39651654.17
"Cadm1",2823215.204,2485596.372,6085800.302,0,0,0
"Cadm4",0,0,1907285.044,0,4737207.026,0
"Calb1",1128969097,1194254701,1029681663,1987201482,1995025885,2506659493
"Calcrl",1758890.201,0,1577145.337,2318069.929,2870243.809,3092292.094
"Cald1",34406825.22,28479921.47,44584562.56,85762259.62,86084407.67,90623981.22
"Calml3",0,0,0,2405171.896,4099669.731,4847162.148
"Calml4",18861568.29,20717586.38,23596144.46,17050779.16,16019049.8,20058563.81
"Calr",1780096963,1788871391,1594692918,1929052450,1889685262,1971812528
"Calu",5824444.035,5541271.778,9253557.192,12631705.85,10958715.58,11672248.58
"Camk1",2278785.106,1681560.781,1893500.277,14435941.66,9731432.093,10110788.18
"Camk2d",7578899.062,7406816.728,6213356.59,22056457.57,19662322.59,20069763.49
"Camk2g",0,0,787882.3425,2610439.876,5006450.585,4437986.678
"Camp",0,0,0,0,0,0
"Camsap3",1890426.433,2604973.628,2164002.885,2528214.403,3275510.468,3454507.312
"Cand1",213504614,214611756.7,233452310.4,397444957.8,349667018.2,348409397.6
"Cand2",2052023.194,0,0,3315357.037,2981028.798,3594590.12
"Canx",466419635.8,452001640.4,452725230.6,656633723.5,666608545.7,708557669
"Cap1",310208594.8,304029524.8,294429211.7,935698930.5,903551797.9,904689568.7
"Capg",612179221.2,619898275.1,628150881.8,1021273284,976119535.8,1035092348
"Capn1",51266971.48,63776366,51596241.91,149213828.6,171259477.5,150142238.2
"Capn2",115524185.4,114607972.1,137012991.1,426176365.9,429191355.4,428607481.5
"Capns1",36126804.71,43050856.39,37503481.86,165698193.8,149193946,154853353.6
"Caprin1",70617425.56,70267029.95,56990753.56,95799477.56,81065453.51,88643464.25
"Capza1",46046294.96,41399070.9,47348148.65,147730725.1,156426794.6,152749690.1
"Capza2",91264596.13,79629778.42,89786541.11,219135772.8,195053282.5,215556472.5
"Capzb",182433783.3,151560354.8,160588240.7,641575007.3,397555949.5,422303499.5
"Car12",104662802.2,77635715.32,90868703.2,45084286.06,40616863.09,64684197.97
"Car15",10490699.71,9558534.133,9804246.388,11814828.96,13876447.59,18973439.13
